Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 19/09/2025;2025-08-06 00:00:00;12;Envoyé;32000009;M24 PASSION IMIT BOIS FONCE BOITE LAGUIOLE HERITAGE;3294.0;7.99;26319.06;279786.72000000003;;279786.72000000003;6.0;0.02379;13.060709999999998;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-06-26 00:00:00;FAIL 4940165.00-19;Conforme;;2025-05-20 00:00:00;60;2025-07-19 00:00:00;2025-09-07 00:00:00;2025-09-19 07:00:00;POMMIER;SZSE2507291;TCNU7363908;20250714-1A;;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 18/09/2025;2025-08-06 00:00:00;12;Aucun;32000010;COUTEAU LAGUIOLE PASSION ABS GRIS 7C + GENCOD;2400.0;0.3;720;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;0.2937600000000001;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-06-18 00:00:00;FAIL 4938307.00-61;Conforme;;2025-05-20 00:00:00;60;2025-07-19 00:00:00;2025-09-07 00:00:00;2025-09-18 08:00:00;POMMIER;SZSE2507253;NEWU2238451;20250713-2;;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 18/09/2025;2025-08-06 00:00:00;12;Aucun;32000011;FOURCHETTE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;2160.0;0.315;680.4;279786.72000000003;;279786.72000000003;240.0;0.029792;0.268128;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-06-18 00:00:00;FAIL 4938307.00-62;Conforme;;2025-05-20 00:00:00;60;2025-07-19 00:00:00;2025-09-07 00:00:00;2025-09-18 08:00:00;POMMIER;SZSE2507253;NEWU2238451;20250713-2;;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 18/09/2025;2025-08-06 00:00:00;12;Aucun;32000012;CUILLERE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;1920.0;0.314;602.88;279786.72000000003;;279786.72000000003;240.0;0.029792;0.238336;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-06-18 00:00:00;FAIL 4938307.00-63;Conforme;;2025-05-20 00:00:00;60;2025-07-19 00:00:00;2025-09-07 00:00:00;2025-09-18 08:00:00;POMMIER;SZSE2507253;NEWU2238451;20250713-2;;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 18/09/2025;2025-08-06 00:00:00;12;Aucun;32000013;CAFE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;2400.0;0.28;672.0000000000001;279786.72000000003;;279786.72000000003;240.0;0.02052;0.2052;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-06-18 00:00:00;FAIL 4938307.00-64;Conforme;;2025-05-20 00:00:00;60;2025-07-19 00:00:00;2025-09-07 00:00:00;2025-09-18 08:00:00;POMMIER;SZSE2507253;NEWU2238451;20250713-2;;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 07/07/2025;2025-05-13 00:00:00;9;Aucun;32000025;CAFE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;12000.0;0.28;3360.0000000000005;279786.72000000003;;279786.72000000003;240.0;0.02052;1.026;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-04-22 00:00:00;FAIL 4936900.00-12;Conforme;;2025-03-15 00:00:00;57;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-1;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 07/07/2025;2025-05-13 00:00:00;9;Aucun;32000026;COUTEAU LAGUIOLE PASSION ABS BLANC + GENCOD;2160.0;0.3;648;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;0.26438400000000006;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-49;Conforme;;2025-03-15 00:00:00;57;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-1;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 07/07/2025;2025-05-13 00:00:00;9;Aucun;32000028;CUILLERE LAGUIOLE PASSION ABS BLANC + GENCOD;1440.0;0.314;452.16;279786.72000000003;;279786.72000000003;240.0;0.029792;0.178752;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-52;Conforme;;2025-03-15 00:00:00;57;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-1;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 07/07/2025;2025-05-13 00:00:00;9;Aucun;32000029;CAFE LAGUIOLE PASSION ABS BLANC + GENCOD;12000.0;0.28;3360.0000000000005;279786.72000000003;;279786.72000000003;240.0;0.02052;1.026;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-04-22 00:00:00;FAIL 4936900.00-13;Conforme;;2025-03-15 00:00:00;57;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-1;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Réunion OP;Livrée le 17/06/2025;2025-04-23 00:00:00;9;Envoyé;32000001;M24 PASSION NOIR 6C BOITE LAGUIOLE HERITAGE;3600.0;7.23;26028;279786.72000000003;;279786.72000000003;6.0;0.02379;14.274;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-04-03 00:00:00;FAIL 4935210.00-20;Conforme;;2025-03-15 00:00:00;33;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-17 08:00:00;POMMIER;SZXS25383265;UETU7644007;20250413-5A;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Réunion OP;Livrée le 17/06/2025;2025-04-23 00:00:00;9;Envoyé;32000002;M24 PASSION BLANC BOITE LAGUIOLE HERITAGE;3600.0;7.23;26028;279786.72000000003;;279786.72000000003;6.0;0.02379;14.274;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-04-03 00:00:00;FAIL 4935210.00-21;Conforme;;2025-03-15 00:00:00;33;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-17 08:00:00;POMMIER;SZXS25383265;UETU7644007;20250413-5A;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Envoyé;32000005;M24 PASSION ROUGE 187C BOITE LAGUIOLE HERITAGE;2400.0;7.23;17352;279786.72000000003;;279786.72000000003;6.0;0.02379;9.516;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-21 00:00:00;FAIL 4938307.00-9;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Envoyé;32000006;M24 PASSION VERT 5635C BOITE LAGUIOLE HERITAGE;2400.0;7.23;17352;279786.72000000003;;279786.72000000003;6.0;0.02379;9.516;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-21 00:00:00;FAIL 4938307.00-10;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000014;COUTEAU LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;2400.0;0.3;720;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;0.2937600000000001;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-11;Conforme;NCR 00000405;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000015;FOURCHETTE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;2400.0;0.315;756;279786.72000000003;;279786.72000000003;240.0;0.029792;0.29791999999999996;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-12;Conforme;NCR 00000406;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000016;CUILLERE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;1920.0;0.314;602.88;279786.72000000003;;279786.72000000003;240.0;0.029792;0.238336;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-13;Conforme;NCR 00000407;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000017;CAFE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;3360.0;0.28;940.8000000000001;279786.72000000003;;279786.72000000003;240.0;0.02052;0.28728;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-14;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000018;COUTEAU LAGUIOLE PASSION ABS VERT 5635C + GENCOD;2400.0;0.3;720;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;0.2937600000000001;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-15;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000019;FOURCHETTE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;2400.0;0.315;756;279786.72000000003;;279786.72000000003;240.0;0.029792;0.29791999999999996;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-16;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000020;CUILLERE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;1920.0;0.314;602.88;279786.72000000003;;279786.72000000003;240.0;0.029792;0.238336;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-22 00:00:00;FAIL 4938307.00-17;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 14/08/2025;2025-07-03 00:00:00;11;Aucun;32000021;CAFE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;3360.0;0.28;940.8000000000001;279786.72000000003;;279786.72000000003;240.0;0.02052;0.28728;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-23 00:00:00;FAIL 4938307.00-18;Conforme;;2025-05-20 00:00:00;23;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Réunion OP;Livrée le 31/07/2025;2025-06-18 00:00:00;10;Envoyé;32000004;M24 PASSION BLEU 432C BOITE LAGUIOLE HERITAGE;2400.0;7.23;17352;279786.72000000003;;279786.72000000003;6.0;0.02379;9.516;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-08 00:00:00;FAIL 4936900.00-16;Conforme;;2025-05-20 00:00:00;18;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 31/07/2025;2025-06-18 00:00:00;10;Aucun;32000030;COUTEAU LAGUIOLE PASSION ABS BLEU 432C + GENCOD;2400.0;0.3;720;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;0.2937600000000001;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-08 00:00:00;FAIL 4936900.00-17;Conforme;NCR 00000403;2025-05-20 00:00:00;18;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 31/07/2025;2025-06-18 00:00:00;10;Aucun;32000031;FOURCHETTE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;2400.0;0.315;756;279786.72000000003;;279786.72000000003;240.0;0.029792;0.29791999999999996;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-08 00:00:00;FAIL 4936900.00-18;Conforme;;2025-05-20 00:00:00;18;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 31/07/2025;2025-06-18 00:00:00;10;Aucun;32000032;CUILLERE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;1920.0;0.314;602.88;279786.72000000003;;279786.72000000003;240.0;0.029792;0.238336;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-08 00:00:00;FAIL 4936900.00-19;Conforme;NCR 00000404;2025-05-20 00:00:00;18;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;/;Aucun;Nvx produit;Livrée le 31/07/2025;2025-06-18 00:00:00;10;Aucun;32000033;CAFE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;3360.0;0.28;940.8000000000001;279786.72000000003;;279786.72000000003;240.0;0.02052;0.28728;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-05-08 00:00:00;FAIL 4936900.00-20;Conforme;;2025-05-20 00:00:00;18;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-2;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000022;COUTEAU LAGUIOLE PASSION ABS NOIR 6C + GENCOD;12000.0;0.3;3600;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;1.4688000000000003;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-47;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000023;FOURCHETTE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;12000.0;0.315;3780;279786.72000000003;;279786.72000000003;240.0;0.029792;1.4896;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-48;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000024;CUILLERE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;6000.0;0.314;1884;279786.72000000003;;279786.72000000003;240.0;0.029792;0.7448;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-51;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000026;COUTEAU LAGUIOLE PASSION ABS BLANC + GENCOD;9840.0;0.3;2952;279786.72000000003;;279786.72000000003;240.0;0.029376000000000006;1.2044160000000002;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-49;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000027;FOURCHETTE LAGUIOLE PASSION ABS BLANC + GENCOD;12000.0;0.315;3780;279786.72000000003;;279786.72000000003;240.0;0.029792;1.4896;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-50;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;CARREFOUR;Aucun;Nvx produit;Livrée le 22/05/2025;2025-03-25 00:00:00;8;Aucun;32000028;CUILLERE LAGUIOLE PASSION ABS BLANC + GENCOD;4560.0;0.314;1431.84;279786.72000000003;;279786.72000000003;240.0;0.029792;0.566048;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-03-17 00:00:00;FAIL 4933661.00-52;Conforme;;2025-03-15 00:00:00;12;2025-03-27 00:00:00;2025-05-12 00:00:00;2025-05-22 08:00:00;POMMIER;FSSZS2500603;EMCU8390828;;;SEALOGIS;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;REMPLACEMENT;Aucun;Nvx produit;Livrée le 13/02/2026;2025-07-03 00:00:00;17;Aucun;32000015;FOURCHETTE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;2400.0;0;0;279786.72000000003;;279786.72000000003;240.0;0.029792;0.29791999999999996;143.77948600000005;Conforme;Aucune;;Non reçu;2025-10-24 00:00:00;OK 4946165.00-12;Conforme;Aucune;2025-05-20 00:00:00;206;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-6;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2024-09-12;24078;150492.0;2409121448;HONGXING;REMPLACEMENT;Aucun;Nvx produit;Livrée le 16/02/2026;2025-07-03 00:00:00;17;Aucun;32000016;CUILLERE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;1920.0;0;0;279786.72000000003;;279786.72000000003;240.0;0.029792;0.238336;143.77948600000005;Conforme;Aucune;Validé;Conforme;2025-10-24 00:00:00;OK 4946165.00-13;;;2025-05-20 00:00:00;206;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-16 08:00:00;POMMIER;SZSE2513336;SGRU2236795;20251204-2A;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Envoyé;402660;LOT 6 CUILL MAZAGRAN CLEO;9200.0;0.272;2502.4;40301.824;;40301.824;200.0;0.014804999999999999;0.6810299999999999;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-11-11 00:00:00;OK 4946165.00-47;;;2025-04-30 00:00:00;207;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113C;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;20160008;LOT 6 FOURCHETTE DESSERT OSLO BRILLANT CLASSIQUE +SUSPENSION;720.0;0;0;40301.824;;40301.824;72.0;0.0231;0.23099999999999998;18.975457374999994;Aucune;Conforme; /;Non reçu; /; /; /; /;2025-04-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Envoyé;20160009;M24 OSLO BRILLANT CLASSIQUE BOITE CADEAU LISA;1374.0;4.3;5908.2;40301.824;;40301.824;6.0;0.025515;5.842935;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-08-13 00:00:00;OK 4941756.00-28;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 27/01/2026;2025-12-23 00:00:00;14;Envoyé;20480007;96 MOKA CLEO EN TUBO;2028.0;3.45;6996.6;40301.824;;40301.824;6.0;0.007350000000000001;2.4843;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-11-11 00:00:00;OK 4946165.00-48;;;2025-04-30 00:00:00;221;2025-12-07 00:00:00;2026-01-18 00:00:00;2026-01-27 08:00:00;POMMIER;SZSE2512955;SGRU2236310;20251128B;CMA CGM IGUACU;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Envoyé;20890008;CUILLERE ECORCE PROMOCASH;4392.0;0.225;988.2;40301.824;;40301.824;72.0;0.00595;0.36295000000000005;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-09-18 00:00:00;OK 4943293.00-50;;;2025-04-30 00:00:00;207;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113C;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 11/03/2025;2025-02-04 00:00:00;3;Aucun;21150004;CUILLERE OLA + GENCOD;2160.0;0.255;550.8;40301.824;;40301.824;240.0;0.028125;0.253125;18.975457374999994;Aucune;Aucune;Validé;Conforme;2025-01-06 00:00:00;FAIL 4931777.00-11;;;2025-04-30 00:00:00;Aucun;2025-01-16 00:00:00;2025-03-01 00:00:00;2025-03-11 12:45:00;POMMIER;FSSZS2500108;EITU0478945;;;SEALOGIS;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Aucun;21150005;CAFE OLA + GENCOD;13680.0;0.167;2284.56;40301.824;;40301.824;240.0;0.018315;1.0439550000000002;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-06-25 00:00:00;OK 4940165.00-15;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Envoyé;21440001;COUTEAU GUINGUETTE EN BOITE PEGB TB COLLECTION;1728.0;0.457;789.696;40301.824;;40301.824;72.0;0.01177125;0.28251000000000004;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-10-30 00:00:00;OK 4946165.00-19;Conforme;Aucune;2025-04-30 00:00:00;207;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113C;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Envoyé;21440004;CAFE GUINGUETTE EN BOITE PEGB TB COLLECTION;1368.0;0.27;369.36;40301.824;;40301.824;72.0;0.00825;0.15675;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-08-19 00:00:00;OK 4943293.00-1;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
